Noise level,A fit,k fit,Reduced chi-squared
1,4.714813879149369,0.9183078513717071,0.7906732087457311
2,5.063888700013971,0.7303962596247068,3.6493823840389057
3,5.609396008980108,0.870371949420394,10.410207288349158
4,5.738726733164473,0.7259648892394758,12.62683243537643
5,4.9434584747743155,0.6950119202939432,28.538124369059283
